sort_method,input_file,N,task_threshold,omp_num_threads,repetitions,mean_time,std_deviation,individual_times
bitonic_parallel,in_128.in,128,4096,10,5,0.000586,0.000035,"[0.000588, 0.000568, 0.000622, 0.000616, 0.000538]"
bitonic_parallel,in_128.in,128,1024,20,5,0.001009,0.000022,"[0.001021, 0.001041, 0.000992, 0.000986, 0.001004]"
bitonic_parallel,in_128.in,128,2048,20,5,0.001014,0.000024,"[0.001029, 0.001005, 0.001043, 0.000981, 0.001012]"
bitonic_parallel,in_128.in,128,4096,20,5,0.000986,0.000018,"[0.000989, 0.000971, 0.000964, 0.000999, 0.001005]"
bitonic_parallel,in_128.in,128,1024,40,5,0.001995,0.000032,"[0.00198, 0.001966, 0.002047, 0.002005, 0.001978]"
bitonic_parallel,in_128.in,128,2048,40,5,0.002162,0.000117,"[0.002284, 0.002276, 0.002156, 0.002054, 0.00204]"
bitonic_parallel,in_128.in,128,4096,40,5,0.002402,0.000430,"[0.002249, 0.00204, 0.002991, 0.002023, 0.002707]"
bitonic_parallel,in_256.in,256,1024,1,5,0.000172,0.000011,"[0.000166, 0.000166, 0.000169, 0.000168, 0.000192]"
bitonic_parallel,in_256.in,256,2048,1,5,0.000199,0.000050,"[0.000177, 0.000171, 0.000171, 0.000187, 0.000287]"
bitonic_parallel,in_256.in,256,4096,1,5,0.000284,0.000088,"[0.000282, 0.000379, 0.000178, 0.000218, 0.000364]"
bitonic_parallel,in_256.in,256,1024,2,5,0.000356,0.000072,"[0.000379, 0.000473, 0.000306, 0.000309, 0.000311]"
bitonic_parallel,in_256.in,256,2048,2,5,0.000362,0.000071,"[0.00031, 0.000423, 0.000314, 0.00031, 0.000455]"
bitonic_parallel,in_256.in,256,4096,2,5,0.000334,0.000021,"[0.000327, 0.000315, 0.000328, 0.000332, 0.00037]"
bitonic_parallel,in_256.in,256,1024,5,5,0.000618,0.000272,"[0.000484, 0.000521, 0.001103, 0.000486, 0.000496]"
bitonic_parallel,in_256.in,256,2048,5,5,0.000637,0.000140,"[0.00059, 0.000862, 0.00065, 0.000603, 0.00048]"
bitonic_parallel,in_256.in,256,4096,5,5,0.000592,0.000041,"[0.000629, 0.0006, 0.000602, 0.000521, 0.000606]"
bitonic_parallel,in_256.in,256,1024,10,5,0.000842,0.000139,"[0.000784, 0.000735, 0.000989, 0.000994, 0.000707]"
bitonic_parallel,in_256.in,256,2048,10,5,0.000751,0.000078,"[0.000889, 0.000718, 0.000708, 0.000708, 0.000732]"
bitonic_parallel,in_256.in,256,4096,10,5,0.000764,0.000068,"[0.000716, 0.000798, 0.000695, 0.000864, 0.000747]"
bitonic_parallel,in_256.in,256,1024,20,5,0.001215,0.000080,"[0.001185, 0.001198, 0.001172, 0.001357, 0.001163]"
bitonic_parallel,in_256.in,256,2048,20,5,0.001177,0.000029,"[0.001193, 0.001212, 0.001152, 0.001143, 0.001186]"
bitonic_parallel,in_256.in,256,4096,20,5,0.001210,0.000077,"[0.001318, 0.001151, 0.001143, 0.001263, 0.001174]"
bitonic_parallel,in_256.in,256,1024,40,5,0.002188,0.000071,"[0.002264, 0.002171, 0.002144, 0.002257, 0.002103]"
bitonic_parallel,in_256.in,256,2048,40,5,0.002658,0.000709,"[0.002203, 0.002853, 0.002185, 0.003822, 0.002227]"
bitonic_parallel,in_256.in,256,4096,40,5,0.002296,0.000122,"[0.002259, 0.002252, 0.002502, 0.002178, 0.002289]"
bitonic_parallel,in_512.in,512,1024,1,5,0.000422,0.000017,"[0.000443, 0.000426, 0.000424, 0.000422, 0.000396]"
bitonic_parallel,in_512.in,512,2048,1,5,0.000422,0.000020,"[0.000409, 0.000456, 0.000417, 0.000407, 0.00042]"
bitonic_parallel,in_512.in,512,4096,1,5,0.000433,0.000033,"[0.000406, 0.000483, 0.000444, 0.00043, 0.000401]"
bitonic_parallel,in_512.in,512,1024,2,5,0.000707,0.000113,"[0.000646, 0.000901, 0.000672, 0.000701, 0.000617]"
bitonic_parallel,in_512.in,512,2048,2,5,0.000677,0.000064,"[0.000627, 0.000704, 0.000652, 0.000776, 0.000624]"
bitonic_parallel,in_512.in,512,4096,2,5,0.000669,0.000059,"[0.000632, 0.000751, 0.000713, 0.000627, 0.000621]"
bitonic_parallel,in_512.in,512,1024,5,5,0.000870,0.000077,"[0.00098, 0.000797, 0.000805, 0.000914, 0.000855]"
bitonic_parallel,in_512.in,512,2048,5,5,0.000857,0.000058,"[0.000906, 0.000821, 0.000933, 0.000816, 0.000807]"
bitonic_parallel,in_512.in,512,4096,5,5,0.000864,0.000030,"[0.000861, 0.000833, 0.000875, 0.000909, 0.00084]"
bitonic_parallel,in_512.in,512,1024,10,5,0.001112,0.000033,"[0.001162, 0.00109, 0.001127, 0.001105, 0.001077]"
bitonic_parallel,in_512.in,512,2048,10,5,0.001110,0.000037,"[0.001055, 0.001139, 0.00109, 0.00114, 0.001127]"
bitonic_parallel,in_512.in,512,4096,10,5,0.001095,0.000043,"[0.001142, 0.001045, 0.001057, 0.00113, 0.001101]"
bitonic_parallel,in_512.in,512,1024,20,5,0.001570,0.000102,"[0.001733, 0.001511, 0.001492, 0.001506, 0.001607]"
bitonic_parallel,in_512.in,512,2048,20,5,0.001690,0.000326,"[0.001543, 0.001547, 0.002273, 0.00155, 0.001536]"
bitonic_parallel,in_512.in,512,4096,20,5,0.001520,0.000032,"[0.001565, 0.001489, 0.001537, 0.001517, 0.001492]"
