comm_type,matrix_size,num_procs,environment,total_time_mean,total_time_std,comm_time_mean,comm_time_std,comp_time_mean,comp_time_std,repetitions
collective,8192,32,712654,243.755010,2.365343,3.776905,2.360741,239.978102,3.930697,5
sync,8192,32,712654,243.628196,2.545039,4.372610,3.139145,239.255583,3.260948,5
async_naive,8192,32,712654,241.644453,3.391748,4.047259,3.477741,237.597191,1.573028,5
async,8192,32,712654,239.665971,1.828078,2.199407,2.109121,237.466562,2.078427,5
