comm_type,matrix_size,num_procs,environment,total_time_mean,total_time_std,comm_time_mean,comm_time_std,comp_time_mean,comp_time_std,repetitions
collective,8192,32,712639,242.876561,5.201995,3.154549,3.945115,239.722009,4.388552,5
sync,8192,32,712639,242.360216,1.502847,3.333447,0.864002,239.026765,1.855893,5
async_naive,8192,32,712639,241.557530,4.335521,3.360826,1.814726,238.196701,3.624306,5
async,8192,32,712639,241.180751,0.236697,3.763363,2.448629,237.417385,2.653931,5
