comm_type,matrix_size,num_procs,environment,total_time_mean,total_time_std,comm_time_mean,comm_time_std,comp_time_mean,comp_time_std,repetitions
collective,8192,64,712625,188.429583,5.517013,45.587993,24.157257,142.841585,21.807531,5
sync,8192,64,712625,231.112426,11.950806,71.445142,39.575005,159.667275,49.279740,5
async_naive,8192,64,712625,219.644493,6.112120,83.798514,7.197610,135.845971,2.685714,5
async,8192,64,712625,210.095220,10.922011,46.789560,31.601201,163.305653,41.925896,5
