comm_type,matrix_size,num_procs,environment,total_time_mean,total_time_std,comm_time_mean,comm_time_std,comp_time_mean,comp_time_std,repetitions
collective,8192,32,712570,479.015249,8.902558,65.829745,92.486117,413.185495,90.659222,5
sync,8192,32,712570,484.339512,11.430083,75.871104,84.382073,408.468401,88.600566,5
async_naive,8192,32,712570,476.839351,3.157872,7.572440,3.280770,469.266904,4.193983,5
async,8192,32,712570,477.275330,2.643873,9.401453,4.151687,467.873870,5.603974,5
