comm_type,matrix_size,num_procs,environment,total_time_mean,total_time_std,comm_time_mean,comm_time_std,comp_time_mean,comp_time_std,repetitions
collective,8192,64,712624,245.355963,11.003114,50.674449,47.106028,194.681508,54.459881,5
sync,8192,64,712624,245.965347,7.185724,53.320976,56.086217,192.644364,51.334695,5
async_naive,8192,64,712624,255.298327,11.808137,38.609599,43.425585,216.688720,48.527810,5
async,8192,64,712624,242.786539,5.699425,30.515414,41.058921,212.271116,45.076214,5
