comm_type,matrix_size,num_procs,environment,total_time_mean,total_time_std,comm_time_mean,comm_time_std,comp_time_mean,comp_time_std,repetitions
collective,8192,32,712595,478.161528,6.126145,46.147342,90.378275,432.014178,92.063343,5
sync,8192,32,712595,473.047754,2.416274,86.179677,106.495770,386.868069,108.837752,5
async_naive,8192,32,712595,491.693234,22.427013,23.869926,23.851530,467.823299,2.266464,5
async,8192,32,712595,469.328789,17.463806,56.111800,67.386839,413.216981,84.166585,5
